month,group_id,segment,course_type,assigned_teacher,students_count,session_min,lessons_per_session_60min,sessions_per_week,sessions_per_month,lessons_60min_per_month,price_per_session_usd,price_per_lesson_60min_usd,price_per_lesson_60min_uah,course_usd,rev_per_student_pm_usd,total_rev_usd,total_rev_uah,teacher_rate_60min_usd,teacher_cost_rate_usd,cac_model,cac_group_usd,cac_amortized_pm_usd,total_cac_pm_usd,contract_months,teacher_fixed_cost_usd,total_cost_usd,profit_usd,margin_pct,breakeven_students,profitability_color,revenue_usd,opex_allocated_usd,teacher_tax_pdfo_usd,teacher_tax_vz_usd,teacher_tax_total_usd,accounting_usd,total_cost_v11_usd,profit_v11_usd,margin_v11_pct,profitability_color_v11
2025-05,G0033,B2B,Business C1,T011,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2280.18,87.11,1.07,green,2617.68,536.62,8.12,1.62,9.74,2.41,886.27,1731.41,66.14,green
2025-05,G0034,B2B,Business C1,T011,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2280.18,87.11,1.07,green,2617.68,536.62,8.12,1.62,9.74,2.41,886.27,1731.41,66.14,green
2025-05,G0035,B2B,Business C1,T011,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2280.18,87.11,1.07,green,2617.68,536.62,8.12,1.62,9.74,2.41,886.27,1731.41,66.14,green
2025-05,G0036,B2B,Business C1,T012,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2286.68,87.36,1.05,green,2617.68,536.62,7.8,1.56,9.36,3.856,880.84,1736.84,66.35,green
2025-05,G0037,B2B,Business C1,T012,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2286.68,87.36,1.05,green,2617.68,536.62,7.8,1.56,9.36,3.856,880.84,1736.84,66.35,green
2025-05,G0038,B2B,Business C1,T012,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2286.68,87.36,1.05,green,2617.68,536.62,7.8,1.56,9.36,3.856,880.84,1736.84,66.35,green
2025-05,G0039,B2B,Business C1,T012,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2286.68,87.36,1.05,green,2617.68,536.62,7.8,1.56,9.36,3.856,880.84,1736.84,66.35,green
2025-05,G0040,B2B,Business C1,T012,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2286.68,87.36,1.05,green,2617.68,536.62,7.8,1.56,9.36,3.856,880.84,1736.84,66.35,green
2025-05,G0041,B2B,Business C1,T011,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2280.18,87.11,1.05,green,2617.68,536.62,8.12,1.62,9.74,2.41,886.27,1731.41,66.14,green
2025-05,G0042,B2B,Business C1,T011,7,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2290.47,100437.11,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,1952.97,85.27,1.05,green,2290.47,469.55,8.12,1.62,9.74,2.41,819.2,1471.27,64.23,green
2025-05,G0043,B2B,Business C1,T011,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2280.18,87.11,1.05,green,2617.68,536.62,8.12,1.62,9.74,2.41,886.27,1731.41,66.14,green
2025-05,G0044,B2B,Business C1,T019,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.1,157.3,per_group,350,175.0,175.0,2,157.3,332.3,2285.38,87.31,1.05,green,2617.68,536.62,7.87,1.57,9.44,4.82,883.18,1734.5,66.26,green
2025-05,G0045,B2B,Business C1,T019,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.1,157.3,per_group,350,175.0,175.0,2,157.3,332.3,2285.38,87.31,1.05,green,2617.68,536.62,7.87,1.57,9.44,4.82,883.18,1734.5,66.26,green
2025-05,G0046,B2C,IT Starter,T014,7,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,945.0,41438.25,12.2,164.7,per_group,200,66.67,66.67,3,164.7,231.37,713.63,75.52,1.82,green,945.0,193.72,8.23,1.65,9.88,4.82,439.79,505.21,53.46,orange
2025-05,G0047,B2C,IT Starter,T014,7,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,945.0,41438.25,12.2,164.7,per_group,200,66.67,66.67,3,164.7,231.37,713.63,75.52,1.82,green,945.0,193.72,8.23,1.65,9.88,4.82,439.79,505.21,53.46,orange
2025-05,G0048,B2C,IT Starter,T014,7,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,945.0,41438.25,12.2,164.7,per_group,200,66.67,66.67,3,164.7,231.37,713.63,75.52,1.82,green,945.0,193.72,8.23,1.65,9.88,4.82,439.79,505.21,53.46,orange
2025-05,G0049,B2C,IT Starter,T014,7,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,945.0,41438.25,12.2,164.7,per_group,200,66.67,66.67,3,164.7,231.37,713.63,75.52,1.82,green,945.0,193.72,8.23,1.65,9.88,4.82,439.79,505.21,53.46,orange
2025-05,G0050,B2C,IT Basic,T016,7,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1424.08,62445.91,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,1196.76,84.04,1.19,green,1424.08,291.94,8.03,1.61,9.64,3.856,532.76,891.32,62.59,green
2025-05,G0051,B2C,IT Basic,T016,7,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1424.08,62445.91,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,1196.76,84.04,1.19,green,1424.08,291.94,8.03,1.61,9.64,3.856,532.76,891.32,62.59,green
2025-05,G0052,B2C,IT Basic,T016,7,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1424.08,62445.91,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,1196.76,84.04,1.19,green,1424.08,291.94,8.03,1.61,9.64,3.856,532.76,891.32,62.59,green
2025-05,G0053,B2C,IT Basic,T016,6,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1220.64,53525.06,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,993.32,81.38,1.19,green,1220.64,250.23,8.03,1.61,9.64,3.856,491.05,729.59,59.77,orange
2025-05,G2001,B2B,Business Starter,T010,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.1,196.95,per_group,350,175.0,175.0,2,196.95,371.95,1566.35,80.81,2.01,green,1938.3,397.35,9.85,1.97,11.82,6.4267,787.55,1150.75,59.37,orange
2025-05,G2002,B2B,Business Starter,T017,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.4,202.8,per_group,350,175.0,175.0,2,202.8,377.8,1560.5,80.51,2.06,green,1938.3,397.35,10.14,2.03,12.17,9.64,796.96,1141.34,58.88,orange
2025-05,G2003,B2B,Business Starter,T017,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.4,202.8,per_group,350,175.0,175.0,2,202.8,377.8,1560.5,80.51,2.06,green,1938.3,397.35,10.14,2.03,12.17,9.64,796.96,1141.34,58.88,orange
2025-05,G2004,B2B,Business Starter,T018,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,9.7,189.15,per_group,350,175.0,175.0,2,189.15,364.15,1574.15,81.21,1.99,green,1938.3,397.35,9.46,1.89,11.35,9.64,782.49,1155.81,59.63,orange
2025-05,G2005,B2C,IT Starter,T018,9,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,1215.0,53277.75,9.7,130.95,per_group,200,66.67,66.67,3,130.95,197.62,1017.38,83.73,1.59,green,1215.0,249.07,6.55,1.31,7.86,9.64,464.19,750.81,61.8,green
2025-05,G2006,B2B,Business C1,T019,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.1,157.3,per_group,350,175.0,175.0,2,157.3,332.3,2612.59,88.72,1.06,green,2944.89,603.7,7.87,1.57,9.44,4.82,950.26,1994.63,67.73,green
2025-05,G2007,B2C,IT Starter,T019,9,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,1215.0,53277.75,12.1,163.35,per_group,200,66.67,66.67,3,163.35,230.02,984.98,81.07,1.81,green,1215.0,249.07,8.17,1.63,9.8,4.82,493.71,721.29,59.37,orange
2025-05,G2008,B2B,Business C1,T020,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,11.7,152.1,per_group,350,175.0,175.0,2,152.1,327.1,2617.79,88.89,1.06,green,2944.89,603.7,7.61,1.52,9.13,9.64,949.57,1995.32,67.76,green
2025-05,G2009,B2C,IT Basic,T020,9,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1830.96,80287.6,11.7,157.95,per_group,200,66.67,66.67,3,157.95,224.62,1606.34,87.73,1.2,green,1830.96,375.35,7.9,1.58,9.48,9.64,619.09,1211.87,66.19,green
2025-05,G2010,B2C,IT Basic,T016,9,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1830.96,80287.6,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,1603.64,87.58,1.18,green,1830.96,375.35,8.03,1.61,9.64,3.856,616.17,1214.79,66.35,green
