month,group_id,segment,course_type,assigned_teacher,students_count,session_min,lessons_per_session_60min,sessions_per_week,sessions_per_month,lessons_60min_per_month,price_per_lesson_60min_usd,price_per_lesson_60min_uah,course_usd,rev_per_student_pm_usd,total_rev_usd,total_rev_uah,teacher_rate_60min_usd,teacher_cost_rate_usd,cac_model,cac_group_usd,cac_amortized_pm_usd,total_cac_pm_usd,contract_months,teacher_fixed_cost_usd,total_cost_usd,profit_usd,margin_pct,breakeven_students,profitability_color,revenue_usd,opex_allocated_usd,teacher_tax_pdfo_usd,teacher_tax_vz_usd,teacher_tax_total_usd,accounting_usd,total_cost_v11_usd,profit_v11_usd,margin_v11_pct,profitability_color_v11,opex_allocated_usd,teacher_tax_pdfo_usd,teacher_tax_vz_usd,teacher_tax_total_usd,accounting_usd,total_cost_v11_usd,profit_v11_usd,margin_v11_pct,profitability_color_v11
2025-05,G0071,B2B,Business C1,T006,4,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,805.44,35600.45,11.31,90.48,per_group,300.0,150.0,150.0,2,90.48,240.48,564.96,70.1,1.19,green,805.44,165.12,4.52,0.9,5.42,19.28,430.3,375.14,46.6,orange,165.12,4.52,0.9,5.42,19.28,430.3,375.14,46.6,orange
2025-05,G0072,B2B,Business Starter,T007,4,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,477.12,21088.7,8.73,104.76,per_group,300.0,100.0,100.0,3,104.76,204.76,272.36,57.1,1.72,green,477.12,97.81,5.24,1.05,6.29,19.28,328.14,148.98,31.2,orange,97.81,5.24,1.05,6.29,19.28,328.14,148.98,31.2,orange
2025-05,G0073,B2B,Business Starter,T008,8,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1431.36,63266.11,11.68,210.24,per_group,300.0,150.0,150.0,2,210.24,360.24,1071.12,74.8,2.01,green,1431.36,293.43,10.51,2.1,12.61,19.28,685.56,745.8,52.1,orange,293.43,10.51,2.1,12.61,19.28,685.56,745.8,52.1,orange
2025-05,G0074,B2B,Business Starter,T009,8,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,954.24,42177.41,10.08,120.96,per_group,300.0,100.0,100.0,3,120.96,220.96,733.28,76.8,1.85,green,954.24,195.62,6.05,1.21,7.26,19.28,443.12,511.12,53.6,orange,195.62,6.05,1.21,7.26,19.28,443.12,511.12,53.6,orange
2025-05,G0075,B2B,Business Starter,T010,4,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,715.68,31633.06,8.59,154.62,per_group,300.0,150.0,150.0,2,154.62,304.62,411.06,57.4,1.7,green,715.68,146.71,7.73,1.55,9.28,19.28,479.89,235.79,32.9,orange,146.71,7.73,1.55,9.28,19.28,479.89,235.79,32.9,orange
2025-05,G0076,B2B,Business Starter,T011,5,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,596.4,26360.88,11.83,141.96,per_group,300.0,100.0,100.0,3,141.96,241.96,354.44,59.4,2.03,green,596.4,122.26,7.1,1.42,8.52,19.28,392.02,204.38,34.3,orange,122.26,7.1,1.42,8.52,19.28,392.02,204.38,34.3,orange
2025-05,G0077,B2B,Business Starter,T012,10,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1192.8,52721.76,10.42,125.04,per_group,300.0,100.0,100.0,3,125.04,225.04,967.76,81.1,1.89,green,1192.8,244.52,6.25,1.25,7.5,19.28,496.34,696.46,58.4,orange,244.52,6.25,1.25,7.5,19.28,496.34,696.46,58.4,orange
2025-05,G0078,B2B,Business Starter,T013,8,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,954.24,42177.41,8.97,107.64,per_group,300.0,100.0,100.0,3,107.64,207.64,746.6,78.2,1.74,green,954.24,195.62,5.38,1.08,6.46,19.28,429.0,525.24,55.0,orange,195.62,5.38,1.08,6.46,19.28,429.0,525.24,55.0,orange
2025-05,G0079,B2C,IT Basic,T014,8,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1446.72,63945.02,11.13,133.56,per_student,400.0,100.0,100.0,4,133.56,233.56,1213.16,83.9,1.29,green,1446.72,296.58,6.68,1.34,8.02,19.28,557.44,889.28,61.5,green,296.58,6.68,1.34,8.02,19.28,557.44,889.28,61.5,green
2025-05,G0080,B2C,IT Starter,T015,7,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,840.0,37128.0,10.14,121.68,per_student,350.0,116.67,116.67,3,121.68,238.35,601.65,71.6,1.99,green,840.0,172.2,6.08,1.22,7.3,19.28,437.13,402.87,48.0,orange,172.2,6.08,1.22,7.3,19.28,437.13,402.87,48.0,orange
2025-05,G0081,B2C,IT Basic,T016,4,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,723.36,31972.51,10.22,122.64,per_student,200.0,50.0,50.0,4,122.64,172.64,550.72,76.1,0.95,green,723.36,148.29,6.13,1.23,7.36,19.28,347.57,375.79,52.0,orange,148.29,6.13,1.23,7.36,19.28,347.57,375.79,52.0,orange
2025-05,G0082,B2C,IT Basic,T017,4,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,723.36,31972.51,10.17,122.04,per_student,200.0,50.0,50.0,4,122.04,172.04,551.32,76.2,0.95,green,723.36,148.29,6.1,1.22,7.32,19.28,346.93,376.43,52.0,orange,148.29,6.1,1.22,7.32,19.28,346.93,376.43,52.0,orange
2025-05,G0083,B2C,IT Starter,T018,8,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,960.0,42432.0,11.43,137.16,per_student,400.0,133.33,133.33,3,137.16,270.49,689.51,71.8,2.25,green,960.0,196.8,6.86,1.37,8.23,19.28,494.8,465.2,48.5,orange,196.8,6.86,1.37,8.23,19.28,494.8,465.2,48.5,orange
2025-05,G0084,B2C,IT Basic,T019,6,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1085.04,47958.77,9.6,115.2,per_student,300.0,75.0,75.0,4,115.2,190.2,894.84,82.5,1.05,green,1085.04,222.43,5.76,1.15,6.91,19.28,438.82,646.22,59.6,orange,222.43,5.76,1.15,6.91,19.28,438.82,646.22,59.6,orange
2025-05,G0085,B2C,IT Basic,T020,8,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1446.72,63945.02,9.47,113.64,per_student,400.0,100.0,100.0,4,113.64,213.64,1233.08,85.2,1.18,green,1446.72,296.58,5.68,1.14,6.82,19.28,536.32,910.4,62.9,green,296.58,5.68,1.14,6.82,19.28,536.32,910.4,62.9,green
2025-05,G0086,B2C,IT Starter,T001,3,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,360.0,15912.0,11.23,134.76,per_student,150.0,50.0,50.0,3,134.76,184.76,175.24,48.7,1.54,green,360.0,73.8,6.74,1.35,8.09,19.28,285.93,74.07,20.6,red,73.8,6.74,1.35,8.09,19.28,285.93,74.07,20.6,red
2025-05,G0087,B2C,IT Basic,T002,3,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,542.52,23979.38,11.03,132.36,per_student,150.0,37.5,37.5,4,132.36,169.86,372.66,68.7,0.94,green,542.52,111.22,6.62,1.32,7.94,19.28,308.3,234.22,43.2,orange,111.22,6.62,1.32,7.94,19.28,308.3,234.22,43.2,orange
2025-05,G0088,B2C,IT Starter,T003,4,90,1.5,3,12,18.0,10.0,419.0,360.0,180.0,720.0,31824.0,10.38,186.84,per_student,200.0,100.0,100.0,2,186.84,286.84,433.16,60.2,1.59,green,720.0,147.6,9.34,1.87,11.21,19.28,464.93,255.07,35.4,orange,147.6,9.34,1.87,11.21,19.28,464.93,255.07,35.4,orange
2025-05,G0089,B2C,IT Basic,T004,4,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,723.36,31972.51,8.75,105.0,per_student,200.0,50.0,50.0,4,105.0,155.0,568.36,78.6,0.86,green,723.36,148.29,5.25,1.05,6.3,19.28,328.87,394.49,54.5,orange,148.29,5.25,1.05,6.3,19.28,328.87,394.49,54.5,orange
2025-05,G0090,B2C,IT Starter,T005,5,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,600.0,26520.0,10.25,123.0,per_student,250.0,83.33,83.33,3,123.0,206.33,393.67,65.6,1.72,green,600.0,123.0,6.15,1.23,7.38,19.28,355.99,244.01,40.7,orange,123.0,6.15,1.23,7.38,19.28,355.99,244.01,40.7,orange
2025-05,G0091,B2C,IT Starter,T006,3,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,360.0,15912.0,11.31,135.72,per_student,150.0,50.0,50.0,3,135.72,185.72,174.28,48.4,1.55,green,360.0,73.8,6.79,1.36,8.15,19.28,286.95,73.05,20.3,red,73.8,6.79,1.36,8.15,19.28,286.95,73.05,20.3,red
2025-05,G0092,B2C,IT Starter,T007,3,90,1.5,3,12,18.0,10.0,419.0,360.0,180.0,540.0,23868.0,8.73,157.14,per_student,150.0,75.0,75.0,2,157.14,232.14,307.86,57.0,1.29,green,540.0,110.7,7.86,1.57,9.43,19.28,371.55,168.45,31.2,orange,110.7,7.86,1.57,9.43,19.28,371.55,168.45,31.2,orange
2025-05,G0093,B2C,IT Starter,T008,3,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,360.0,15912.0,11.68,140.16,per_student,150.0,50.0,50.0,3,140.16,190.16,169.84,47.2,1.58,green,360.0,73.8,7.01,1.4,8.41,19.28,291.65,68.35,19.0,red,73.8,7.01,1.4,8.41,19.28,291.65,68.35,19.0,red
2025-05,G0094,B2C,IT Starter,T009,6,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,720.0,31824.0,10.08,120.96,per_student,300.0,100.0,100.0,3,120.96,220.96,499.04,69.3,1.84,green,720.0,147.6,6.05,1.21,7.26,19.28,395.1,324.9,45.1,orange,147.6,6.05,1.21,7.26,19.28,395.1,324.9,45.1,orange
2025-05,G0095,B2C,IT Basic,T010,4,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,723.36,31972.51,8.59,103.08,per_student,200.0,50.0,50.0,4,103.08,153.08,570.28,78.8,0.85,green,723.36,148.29,5.15,1.03,6.18,19.28,326.83,396.53,54.8,orange,148.29,5.15,1.03,6.18,19.28,326.83,396.53,54.8,orange
2025-05,G0096,B2C,IT Starter,T011,4,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,480.0,21216.0,11.83,141.96,per_student,200.0,66.67,66.67,3,141.96,208.63,271.37,56.5,1.74,green,480.0,98.4,7.1,1.42,8.52,19.28,334.83,145.17,30.2,orange,98.4,7.1,1.42,8.52,19.28,334.83,145.17,30.2,orange
